,cdn.AUMU01000002.1.region001,FDZ060-GRRNs.79.k141_8235326.region001,FDZ070-GBkY14-16.19.k141_295477.region001,FDZ070-WuWY16-18.123.k141_3203126.region001,FDZ076-BkWG26-28.92.k141_2538591.region001,FDZ081-WW14-16.12.k141_2713136.region001,mvd.BGC0000594,SAMD00324604_k141_1928559.region001,SAMD00324604_k141_859481.region001,SAMD00324612_k141_2426270.region001,SAMD00324618_k141_585885.region001,SAMEA3696444_k129_48947.region001,SAMN03859986_k141_190433.region001,SAMN05421697_k141_38693.region001,SAMN05421697_k141_66448.region001,SAMN06266017_k141_472620.region001,SAMN06266017_k141_946008.region001,SAMN06267296_k141_730012.region001,SAMN07571238_k129_515968.region001,SAMN07748056_k141_2011422.region001,SAMN07748056_k141_2044812.region001,SAMN07748056_k141_252639.region001,SAMN07748057_k141_1813030.region001,SAMN07748057_k141_301426.region001,SAMN07748060_k141_509131.region001,SAMN07748062_k141_20456.region001,SAMN07748062_k141_502117.region001,SAMN09765674_k141_960968.region001,SAMN12239307_k141_20945.region001,SAMN12673456_k141_1760755.region001,SAMN14511031_k141_1798160.region001,SAMN15739657_k141_2377814.region001,SAMN16657991_k119_52788.region001,SAMN17674650_k141_4329.region001,SAMN17674816_k141_2929.region001,SAMN17675306_k141_3914.region001,SAMN17675998_k141_2872.region001,SAMN25209157_k141_244174.region001,SAMN25209160_k141_212082.region001,SAMN25209161_k141_396804.region001,SAMN25209162_k141_304645.region001,SAMN25209162_k141_56456.region001,SAMN25209163_k141_126057.region001,SAMN25209164_k141_466547.region001,SAMN25209170_k141_955335.region001,SAMN25209178_k141_282.region001,SAMN25209184_k141_326657.region001,SAMN35165513_k141_1127080.region001,SAMN35165513_k141_824380.region001,SAMN35165515_k141_472203.region001,SAMN35165515_k141_96319.region001,SAMN35165530_k141_845541.region001,SAMN40547840_k141_3546768.region001
SAMN12239307_k141_20945.region001,0.9734647772440065,0.9818002107737364,1.0,1.0,0.9864648626342493,0.9868804150972329,0.9739538730715972,1.0,0.9857001656079357,1.0,1.0,0.9877084756828118,0.9596630121077674,1.0,1.0,0.9878183763708244,1.0,0.9863037300465618,0.9877978685869369,0.9868173401698157,0.9858712162585584,0.9690681118487456,0.9868173401698157,0.9833262800566839,0.9723125529492294,0.9603283167399709,0.9733647631889301,0.987979989951311,0.0,0.9744336294202487,0.9691760290187675,1.0,0.9846601776521492,1.0,1.0,1.0,1.0,0.9748223007529737,0.9735445733004641,0.9735445733004641,0.9727988566860626,0.9735445733004641,0.9735445733004641,0.9735445733004641,0.9735445733004641,0.9735445733004641,0.9427265672287992,1.0,1.0,1.0,1.0,1.0,0.9876733570419056
SAMN12673456_k141_1760755.region001,0.8330792731007878,0.9139207702363522,0.9260145425290595,0.9243088895916104,0.9139798435705576,0.9240865716503668,0.8983986993943783,0.9884951332391119,1.0,0.9738358684858401,0.9742181108334581,0.9403469271817703,0.9718740671482484,0.9743351321884607,0.9742628692563888,0.9328771255540032,0.9884951332391119,0.9204293795584084,0.950774811800679,0.9472872074960954,0.9262017225638526,0.9627821018658596,0.9472872074960954,0.9881664227602294,1.0,1.0,0.9642943659854456,0.9218770139040835,0.9744336294202487,0.0,0.9427761960731448,0.933226064169602,0.936613197394209,0.937814131628202,0.937814131628202,0.937814131628202,0.937814131628202,0.9006274809137391,0.8457201117042431,0.8457201117042431,0.8473676133343343,0.8896794811631087,0.8457201117042431,0.8457201117042431,0.8457201117042431,0.8457201117042431,0.9189080137632114,0.9461131597237789,1.0,1.0,0.9461131597237789,0.9750332764628258,0.9338824879881767
SAMN14511031_k141_1798160.region001,0.9884489289549316,0.9716917814390396,1.0,1.0,0.9447950282473202,0.9875623062044453,0.9870106343022231,0.9881116376804157,0.9750146832970612,1.0,1.0,0.9884951332391119,0.9702388980081911,1.0,1.0,0.9763355179633765,0.9884951332391119,0.9711369132139123,0.9734433186906136,0.9707812907659985,0.9716409065078209,0.9599050476773323,0.9707812907659985,0.9856189165488899,0.9720752744372751,0.9720752744372751,0.9626257187263952,0.9877978685869369,0.9691760290187675,0.9427761960731448,0.0,0.9880468916769993,0.9728066785651736,1.0,1.0,1.0,1.0,0.9866222479524557,0.9757717707375386,0.9757717707375386,0.9873672051252993,0.9757717707375386,0.9757717707375386,0.9757717707375386,0.9757717707375386,0.9757717707375386,0.9455577699078688,1.0,1.0,1.0,1.0,1.0,0.9761506034373181
SAMN15739657_k141_2377814.region001,0.9625828853301027,0.929290060845097,0.958564310927117,0.9581317385598281,0.9864917982309971,0.9607850317128244,0.9429457793505203,1.0,1.0,0.970429566826718,0.970674853477504,1.0,0.9875623062044453,0.9718011277611467,0.9706474073842444,0.9481093630265636,1.0,0.9438805589144521,0.9731982491318975,0.9410106133935041,0.9006075475982591,0.9299432931282825,0.9408957943639543,0.9594437804998387,0.9880017471402044,0.9880017471402044,0.9045670175373532,0.95961237310497,1.0,0.933226064169602,0.9880468916769993,0.0,0.9289250610824427,0.9428278996595687,0.9428278996595687,0.9428278996595687,0.9428278996595687,0.9643714403979121,0.9123507901280891,0.9123507901280891,0.9367093077925265,0.951252480840547,0.9123507901280891,0.9123507901280891,0.9123507901280891,0.9123507901280891,0.92407879558761,0.94043934048389,1.0,1.0,0.9405498579359639,0.9592943304252798,0.9610105291697236
SAMN16657991_k119_52788.region001,0.9480014126366018,0.8784544678158897,0.9422623183361043,0.9418601938870916,0.9224555767127299,0.9615976367391331,0.9283992072813955,1.0,1.0,0.9693805780147999,0.9698428323501219,1.0,0.9435545215123594,0.9711588911493756,0.9826917933685754,0.9595726532373777,1.0,0.9263865947297844,0.9854651829065554,0.904383735137646,0.8898730215165355,0.8521198256480665,0.8720574909978157,0.9358315891810944,0.9629229459215823,0.9629229459215823,0.8911400307169197,0.9452272973148751,0.9846601776521492,0.936613197394209,0.9728066785651736,0.9289250610824427,0.0,0.9527425825116801,0.9527425825116801,0.9527425825116801,0.9527425825116801,0.9765837965312185,0.9490110868573126,0.9490110868573126,0.9719933417524024,0.9765837965312185,0.9490110868573126,0.9490110868573126,0.9490110868573126,0.9490110868573126,0.8998408730214,0.9373151960494271,1.0,1.0,0.9373151960494271,0.956350661540823,0.97186428857565
SAMN17674650_k141_4329.region001,0.9749557504859575,0.9401247896273535,0.9309453691416016,0.9424206316460324,0.9864785760459673,0.97538635398687,0.9302744698625297,0.9864648626342493,1.0,0.9705216666929855,0.9705216666929855,1.0,0.9863121585203792,0.9722179331494937,0.9690621347501331,0.9604141036727377,1.0,0.9378876647850054,0.9722966227608469,0.9395270666499645,0.9004860904701115,0.943287341055208,0.9394101472723132,0.9739697849422321,0.9879311691822056,0.9879311691822056,0.9227572564463856,0.9583443977631888,1.0,0.937814131628202,1.0,0.9428278996595687,0.9527425825116801,0.0,0.7059381778600582,0.7826372895993121,0.6675886219904311,0.9879204762857138,0.9606927221839336,0.9606927221839336,0.9615920537579564,1.0,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.936263378724384,0.9160437487760186,0.9861425974588742,0.9861425974588742,0.9160437487760186,0.9575395770706171,0.9733368472504073
SAMN17674816_k141_2929.region001,0.9749557504859575,0.9401247896273535,0.9309453691416016,0.9424206316460324,0.9864785760459673,0.97538635398687,0.9302744698625297,0.9864648626342493,1.0,0.9705216666929855,0.9705216666929855,1.0,0.9863121585203792,0.9722179331494937,0.9690621347501331,0.9604141036727377,1.0,0.9378876647850054,0.9722966227608469,0.9395270666499645,0.9004860904701115,0.943287341055208,0.9394101472723132,0.9739697849422321,0.9879311691822056,0.9879311691822056,0.9227572564463855,0.9583443977631888,1.0,0.937814131628202,1.0,0.9428278996595687,0.9527425825116801,0.7059381778600582,0.0,0.7809916929855035,0.7042925812462495,0.9879204762857138,0.9606927221839336,0.9606927221839336,0.9615920537579564,1.0,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.936263378724384,0.9160437487760186,0.9861425974588742,0.9861425974588742,0.9160437487760186,0.9575395770706171,0.9733368472504073
SAMN17675306_k141_3914.region001,0.9749557504859575,0.9401247896273535,0.9309453691416016,0.9424206316460324,0.9864785760459673,0.97538635398687,0.9302744698625297,0.9864648626342493,1.0,0.9705216666929855,0.9705216666929855,1.0,0.9863121585203792,0.9722179331494937,0.9690621347501331,0.9604141036727377,1.0,0.9378876647850054,0.9722966227608469,0.9395270666499645,0.9004860904701115,0.943287341055208,0.9394101472723132,0.9739697849422321,0.9879311691822056,0.9879311691822056,0.9227572564463855,0.9583443977631888,1.0,0.937814131628202,1.0,0.9428278996595687,0.9527425825116801,0.7826372895993121,0.7809916929855035,0.0,0.7809916929855035,0.9879204762857138,0.9606927221839336,0.9606927221839336,0.9615920537579564,1.0,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.936263378724384,0.9160437487760186,0.9861425974588742,0.9861425974588742,0.9160437487760186,0.9575395770706171,0.9733368472504073
SAMN17675998_k141_2872.region001,0.9749557504859575,0.9401247896273535,0.9309453691416016,0.9424206316460324,0.9864785760459673,0.97538635398687,0.9302744698625297,0.9864648626342493,1.0,0.9705216666929855,0.9705216666929855,1.0,0.9863121585203792,0.9722179331494937,0.9690621347501331,0.9604141036727377,1.0,0.9378876647850054,0.9722966227608469,0.9395270666499645,0.9004860904701115,0.943287341055208,0.9394101472723132,0.9739697849422321,0.9879311691822056,0.9879311691822056,0.9227572564463855,0.9583443977631888,1.0,0.937814131628202,1.0,0.9428278996595687,0.9527425825116801,0.6675886219904311,0.7042925812462495,0.7809916929855035,0.0,0.9879204762857138,0.9606927221839336,0.9606927221839336,0.9615920537579564,1.0,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.936263378724384,0.9160437487760186,0.9861425974588742,0.9861425974588742,0.9160437487760186,0.9575395770706171,0.9733368472504073
SAMN25209157_k141_244174.region001,0.6493335008832979,0.9468741681108338,0.9439237176910894,0.9362131647620822,0.8256093705489805,0.90684185982727,0.9754501059490523,0.9760506914086595,1.0,1.0,1.0,0.8597856590691998,0.961268683845698,1.0,1.0,0.9346284761091362,1.0,0.9758195108061032,0.959752567453657,0.9883495020142905,0.9594682772756263,0.9745895219237837,0.9883495020142905,0.9628896574211856,0.9620684502963891,0.9620684502963891,1.0,0.9348101962462841,0.9748223007529737,0.9006274809137391,0.9866222479524557,0.9643714403979121,0.9765837965312185,0.9879204762857138,0.9879204762857138,0.9879204762857138,0.9879204762857138,0.0,0.5733748026214832,0.5733748026214832,0.6359593691064989,0.5825392792815486,0.5733748026214832,0.5733748026214832,0.5733748026214832,0.5733748026214832,0.9397404601198331,0.9760630746242532,1.0,1.0,0.9760630746242532,1.0,0.9185068435857331
SAMN25209160_k141_212082.region001,0.3163353571508778,0.9070158160242243,0.9006190558397607,0.9048373243911119,0.7781289907432156,0.6253460686861254,0.9471486800237365,0.9750727886847425,1.0,0.9854068061735047,0.9852241417090555,0.769634807451707,0.9608400407190453,0.984934103051218,0.9832864622180133,0.8867444451519602,1.0,0.9354010806730615,0.9291990449225624,0.9612097431429792,0.8969698009355076,0.9623116433695045,0.9612097431429792,0.9872168147101243,0.9401608603073613,0.9401608603073613,0.9639394297317206,0.9036957537445931,0.9735445733004641,0.8457201117042431,0.9757717707375386,0.9123507901280891,0.9490110868573126,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.5733748026214832,0.0,0.0,0.2820224048257166,0.4992890188217989,0.0,0.0,0.0,0.0016873804582635543,0.9001451364964602,0.9470203173719385,1.0,1.0,0.9470203173719385,0.962224073410322,0.869739746658668
SAMN25209161_k141_396804.region001,0.316335357150878,0.9070158160242243,0.9006190558397607,0.9048373243911119,0.7781289907432157,0.6253460686861254,0.9471486800237365,0.9750727886847425,1.0,0.9854068061735047,0.9852241417090555,0.769634807451707,0.9608400407190453,0.984934103051218,0.9832864622180133,0.8867444451519602,1.0,0.9354010806730615,0.9291990449225624,0.9612097431429792,0.8969698009355076,0.9623116433695045,0.9612097431429792,0.9872168147101243,0.9401608603073613,0.9401608603073613,0.9639394297317206,0.9036957537445931,0.9735445733004641,0.8457201117042431,0.9757717707375386,0.9123507901280891,0.9490110868573126,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.5733748026214832,0.0,0.0,0.2820224048257166,0.499289018821799,0.0,0.0,0.0,0.0016873804582634433,0.9001451364964602,0.9470203173719385,1.0,1.0,0.9470203173719385,0.962224073410322,0.869739746658668
SAMN25209162_k141_304645.region001,0.14803785048831275,0.9055051443364991,0.9145726880989338,0.9171381548380052,0.812461475893385,0.6130604328975149,0.9709163870043451,0.9881116376804157,1.0,0.9851984170327756,0.9850179577652186,0.7786513400751957,0.972281814513811,0.9847729704635304,0.9834348072279125,0.8833537375787838,1.0,0.9465783256807893,0.9416967719667577,0.9616101604936209,0.9199437515013943,0.9514948237405647,0.9616101604936209,0.9877281421217193,0.9504197923302863,0.9504197923302863,0.9640365710280296,0.9138064104232845,0.9727988566860626,0.8473676133343343,0.9873672051252993,0.9367093077925265,0.9719933417524024,0.9615920537579564,0.9615920537579564,0.9615920537579564,0.9615920537579564,0.6359593691064989,0.2820224048257166,0.2820224048257166,0.0,0.5651493509975156,0.2820224048257164,0.2820224048257164,0.2820224048257164,0.2812674923085978,0.9112945235452947,0.9484866059575795,1.0,1.0,0.9484866059575795,0.9623543385503307,0.8812128679536216
SAMN25209162_k141_56456.region001,0.5861961113721035,0.9494759372739847,0.9432836075120637,0.9477805720999493,0.8030303331116355,0.8809427876981968,0.9883495020142905,0.9750727886847425,1.0,1.0,1.0,0.8025411685769754,0.9608400407190453,1.0,1.0,0.9369374406625655,1.0,0.9883942133552445,0.9442447408832126,0.9883495020142905,0.9473235172204166,0.9872168147101243,0.9883495020142905,0.9872168147101243,0.9401608603073613,0.9401608603073613,0.9884951332391119,0.94500034529031,0.9735445733004641,0.8896794811631087,0.9757717707375386,0.951252480840547,0.9765837965312185,1.0,1.0,1.0,1.0,0.5825392792815486,0.4992890188217989,0.499289018821799,0.5651493509975156,0.0,0.499289018821799,0.499289018821799,0.499289018821799,0.499289018821799,0.9398059885730947,0.9880761885111243,1.0,1.0,0.9880761885111243,1.0,0.9327252161737523
SAMN25209163_k141_126057.region001,0.316335357150878,0.9070158160242243,0.9006190558397607,0.9048373243911119,0.7781289907432157,0.6253460686861254,0.9471486800237365,0.9750727886847425,1.0,0.9854068061735047,0.9852241417090555,0.769634807451707,0.9608400407190453,0.984934103051218,0.9832864622180133,0.8867444451519602,1.0,0.9354010806730615,0.9291990449225624,0.9612097431429792,0.8969698009355076,0.9623116433695045,0.9612097431429792,0.9872168147101243,0.9401608603073613,0.9401608603073613,0.9639394297317206,0.9036957537445931,0.9735445733004641,0.8457201117042431,0.9757717707375386,0.9123507901280891,0.9490110868573126,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.5733748026214832,0.0,0.0,0.2820224048257164,0.499289018821799,0.0,0.0,0.0,0.0016873804582634433,0.9001451364964602,0.9470203173719385,1.0,1.0,0.9470203173719385,0.962224073410322,0.869739746658668
SAMN25209164_k141_466547.region001,0.316335357150878,0.9070158160242243,0.9006190558397607,0.9048373243911119,0.7781289907432157,0.6253460686861254,0.9471486800237365,0.9750727886847425,1.0,0.9854068061735047,0.9852241417090555,0.769634807451707,0.9608400407190453,0.984934103051218,0.9832864622180133,0.8867444451519602,1.0,0.9354010806730615,0.9291990449225624,0.9612097431429792,0.8969698009355076,0.9623116433695045,0.9612097431429792,0.9872168147101243,0.9401608603073613,0.9401608603073613,0.9639394297317206,0.9036957537445931,0.9735445733004641,0.8457201117042431,0.9757717707375386,0.9123507901280891,0.9490110868573126,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.5733748026214832,0.0,0.0,0.2820224048257164,0.499289018821799,0.0,0.0,0.0,0.0016873804582634433,0.9001451364964602,0.9470203173719385,1.0,1.0,0.9470203173719385,0.962224073410322,0.869739746658668
SAMN25209170_k141_955335.region001,0.316335357150878,0.9070158160242243,0.9006190558397607,0.9048373243911119,0.7781289907432157,0.6253460686861254,0.9471486800237365,0.9750727886847425,1.0,0.9854068061735047,0.9852241417090555,0.769634807451707,0.9608400407190453,0.984934103051218,0.9832864622180133,0.8867444451519602,1.0,0.9354010806730615,0.9291990449225624,0.9612097431429792,0.8969698009355076,0.9623116433695045,0.9612097431429792,0.9872168147101243,0.9401608603073613,0.9401608603073613,0.9639394297317206,0.9036957537445931,0.9735445733004641,0.8457201117042431,0.9757717707375386,0.9123507901280891,0.9490110868573126,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.5733748026214832,0.0,0.0,0.2820224048257164,0.499289018821799,0.0,0.0,0.0,0.0016873804582634433,0.9001451364964602,0.9470203173719385,1.0,1.0,0.9470203173719385,0.962224073410322,0.869739746658668
SAMN25209178_k141_282.region001,0.3178565334679748,0.9070158160242243,0.9006190558397607,0.9048373243911119,0.7781289907432157,0.6267863432195386,0.9471486800237365,0.9750727886847425,1.0,0.9854068061735047,0.9852241417090555,0.7710892023236832,0.9608400407190453,0.984934103051218,0.9832864622180133,0.8867444451519602,1.0,0.9354010806730615,0.9291990449225624,0.9612097431429792,0.8969698009355076,0.9623116433695045,0.9612097431429792,0.9872168147101243,0.9401608603073613,0.9401608603073613,0.9639394297317206,0.9036957537445931,0.9735445733004641,0.8457201117042431,0.9757717707375386,0.9123507901280891,0.9490110868573126,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.9606927221839336,0.5733748026214832,0.0016873804582635543,0.0016873804582634433,0.2812674923085978,0.499289018821799,0.0016873804582634433,0.0016873804582634433,0.0016873804582634433,0.0,0.9001451364964602,0.9470203173719385,1.0,1.0,0.9470203173719385,0.962224073410322,0.869739746658668
SAMN25209184_k141_326657.region001,0.9250204855555035,0.8997736874667487,0.9447277405509749,0.9444922719594806,0.9069146571534958,0.9333094907412302,0.8846934138294223,1.0,0.9746431898348368,0.9658040310420685,0.965806346676696,0.9880157637907415,0.9382007970449512,0.9684759201409815,0.9663118602198506,0.9444305669840919,0.9882477167496304,0.910888722349991,0.9457791191131804,0.8829472117224852,0.8713462576326629,0.8796844199603701,0.8851174786452378,0.9409616165354319,0.9109033019902478,0.9109033019902478,0.8451682024568714,0.9188503100264214,0.9427265672287992,0.9189080137632114,0.9455577699078688,0.92407879558761,0.8998408730214,0.936263378724384,0.936263378724384,0.936263378724384,0.936263378724384,0.9397404601198331,0.9001451364964602,0.9001451364964602,0.9112945235452947,0.9398059885730947,0.9001451364964602,0.9001451364964602,0.9001451364964602,0.9001451364964602,0.0,0.9330078825981144,1.0,1.0,0.9330078825981144,0.9398938191653341,0.9307218326006196
SAMN35165513_k141_1127080.region001,0.9488126613696893,0.938243674598698,0.9405968256410893,0.9398332953789369,0.9747708421903757,0.9604970469587619,0.9253910594432815,0.9854980671081243,1.0,0.9677914102914549,0.9677914102914549,1.0,0.9866711909477516,0.9709642936450288,0.9686159622023535,0.9573720961124633,1.0,0.9383929872122003,0.9705155422445139,0.9363727134508495,0.9097862902851095,0.9402150228914862,0.9363727134508495,0.97178245544542,0.987102679127179,0.987102679127179,0.8985558757410693,0.944006928633961,1.0,0.9461131597237789,1.0,0.94043934048389,0.9373151960494271,0.9160437487760186,0.9160437487760186,0.9160437487760186,0.9160437487760186,0.9760630746242532,0.9470203173719385,0.9470203173719385,0.9484866059575795,0.9880761885111243,0.9470203173719385,0.9470203173719385,0.9470203173719385,0.9470203173719385,0.9330078825981144,0.0,0.9855805669930202,0.9855805669930202,0.4763347322762428,0.9559883283586446,0.958010590895929
SAMN35165513_k141_824380.region001,0.9874557527529257,1.0,1.0,1.0,1.0,1.0,1.0,0.9856189165488899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9875623062044453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9861425974588742,0.9861425974588742,0.9861425974588742,0.9861425974588742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9855805669930202,0.0,0.20640623631823152,0.9855805669930202,1.0,1.0
SAMN35165515_k141_472203.region001,0.9874557527529257,1.0,1.0,1.0,1.0,1.0,1.0,0.9856189165488899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9875623062044453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9861425974588742,0.9861425974588742,0.9861425974588742,0.9861425974588742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9855805669930202,0.20640623631823152,0.0,0.9855805669930202,1.0,1.0
SAMN35165515_k141_96319.region001,0.9488126613696893,0.938243674598698,0.9284292890525139,0.9397184763493871,0.9748816790570509,0.9604970469587619,0.9253910594432815,0.9854980671081243,1.0,0.9677914102914549,0.9677914102914549,1.0,0.9866711909477516,0.9709642936450288,0.9686159622023535,0.9573720961124633,1.0,0.9385081510436406,0.9705155422445139,0.9363727134508495,0.910011893472134,0.9403252227646747,0.9363727134508495,0.9718945886497171,0.987102679127179,0.987102679127179,0.910237477541295,0.944006928633961,1.0,0.9461131597237789,1.0,0.9405498579359639,0.9373151960494271,0.9160437487760186,0.9160437487760186,0.9160437487760186,0.9160437487760186,0.9760630746242532,0.9470203173719385,0.9470203173719385,0.9484866059575795,0.9880761885111243,0.9470203173719385,0.9470203173719385,0.9470203173719385,0.9470203173719385,0.9330078825981144,0.4763347322762428,0.9855805669930202,0.9855805669930202,0.0,0.9558741927756992,0.958010590895929
SAMN35165530_k141_845541.region001,0.9756668117910153,0.9594306999305853,0.9598356601489567,0.9592457259509691,0.9867162682981714,0.9625614654647296,0.9561880202506466,0.9865337437404363,1.0,0.970137847613977,0.970137847613977,1.0,0.9755736825741699,0.9710476630256963,0.9704612197230642,0.9751538449724201,1.0,0.9572977261782397,0.9743563896299775,0.9548321795307927,0.9307053574181053,0.9581165599198697,0.9547183826291025,0.9848004809053308,0.9868744079612883,0.9868744079612883,0.9458728355020548,0.9612035252172584,1.0,0.9750332764628258,1.0,0.9592943304252798,0.956350661540823,0.9575395770706171,0.9575395770706171,0.9575395770706171,0.9575395770706171,1.0,0.962224073410322,0.962224073410322,0.9623543385503307,1.0,0.962224073410322,0.962224073410322,0.962224073410322,0.962224073410322,0.9398938191653341,0.9559883283586446,1.0,1.0,0.9558741927756992,0.0,0.9622552905012698
SAMN40547840_k141_3546768.region001,0.8850375750190709,0.9452060993792711,0.9531257552886365,0.9542601856131405,0.9363942624931351,0.9485084961633329,0.95950277193982,0.9869685975200296,1.0,0.9849985560862929,0.9849985560862929,0.9697997247526687,0.9867602723783431,0.9736458383516197,0.9847051624684185,0.9213873495605259,1.0,0.9579200127088444,0.9730916962970998,0.9594435443885853,0.9580405829082835,0.9634218357012198,0.9593300841641189,0.976616855025601,0.9883495020142905,0.9883495020142905,0.9877099346174489,0.9433696116690933,0.9876733570419056,0.9338824879881767,0.9761506034373181,0.9610105291697236,0.97186428857565,0.9733368472504073,0.9733368472504073,0.9733368472504073,0.9733368472504073,0.9185068435857331,0.869739746658668,0.869739746658668,0.8812128679536216,0.9327252161737523,0.869739746658668,0.869739746658668,0.869739746658668,0.869739746658668,0.9307218326006196,0.958010590895929,1.0,1.0,0.958010590895929,0.9622552905012698,0.0
